
	Saldo al	Soc.	Cta.mayor	Material	Texto breve de material	¡Val	       Stock total	UMB	Precio variable	       Valor total
	10/2021	PA04	1401130101	604855	JGO EMPAQUE(INCLUYE POS 13-14-15)	2040	                1	UN	      1,490.00	         1,490.00
	10/2021	PA04	1401130101	604856	KIT LINEAS NEUMATICAS DE CTROL. 400998.0	2040	                3	UN	        283.09	           849.27
	10/2021	PA04	1401130101	604857	KIT. REP. MENOR BOMBA STEIMEL SF4	2040	                2	UN	        760.00	         1,520.00
	10/2021	PA04	1401130101	604858	RESORTE COMPRESION 1.4X6.1X20 ITEM 3.45	2040	               12	UN	          3.83	            45.99
	10/2021	PA04	1401130101	604859	DISCO AISLADOR N∞ DE ITEM 4.51	2040	                1	UN	         91.68	            91.68
	10/2021	PA04	1401130101	604860	CUBIERTA AISLANTE N∞DE ITEM 4.55	2040	               16	UN	          5.70	            91.15
	10/2021	PA04	1401130101	604861	RESORTE COMPRESION 1.8X7.7X21.1 ITEM 3.4	2040	               12	UN	          7.67	            91.99
	10/2021	PA04	1401130101	604862	KIT DE REPARACION BOMBA BELL & GOSSETT	2040	                1	UN	        990.00	           990.00
	10/2021	PA04	1401130101	604865	EMPAQUE PARTE NO. 4.205553 FLSMIDTH	2040	                2	UN	        232.78	           465.56
	10/2021	PA04	1401130101	604866	EMPAQUE PARTE NO. 4.205547 FLSMIDTH	2040	                2	UN	         77.97	           155.93
	10/2021	PA04	1401130101	604867	EMPAQUE PARTE NO. 4.205548 FLSMIDTH	2040	                1	UN	        211.62	           211.62
	10/2021	PA04	1401130101	604868	EMPAQUE PARTE NO. 4.205549 FLSMIDTH	2040	                1	UN	        200.39	           200.39
	10/2021	PA04	1401130101	604869	EMPAQUE PARTE NO. 4.205550 FLSMIDTH	2040	                2	UN	         66.56	           133.11
	10/2021	PA04	1401130101	604870	EMPAQUE CORDON 7202-3/4 GARLOCK	2040	                5	KG	         78.94	           394.70
	10/2021	PA04	1401130101	604921	SELLO BOMBA LUBRICACION FINAL 4	2040	               20	UN	          1.35	            27.00
	10/2021	PA04	1401130101	604937	EMPAQUE SELLO T 2010696 9100695	2040	                5	UN	         17.00	            85.00
	10/2021	PA04	1401130101	604940	CORTADOR SELLO 116-88-1-6001-02/39-200	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604940	CORTADOR SELLO 116-88-1-6001-02/39-200	2040	                9	UN	         47.66	           428.92
	10/2021	PA04	1401130101	604960	JGO REPAR. SELLO CILINDRO M-001-246	2040	                7	UN	        138.36	           968.52
	10/2021	PA04	1401130101	604963	SELLO CAUCHO AN 622630	2040	              155	UN	          1.65	           255.75
	10/2021	PA04	1401130101	604964	SELLO ALTA VELOCIDAD 912763	2040	                3	UN	         80.00	           240.00
	10/2021	PA04	1401130101	604965	SELLO BAJA VELOCIDAD 912768	2040	                2	UN	        156.51	           313.02
	10/2021	PA04	1401130101	604977	SELLO FIELTRO 50X15X13.800 MM FLSMIDTH	2040	                2	UN	        558.80	         1,117.59
	10/2021	PA04	1401130101	604978	SELLO 3.206932, L=13.900MM FLS	2040	                2	UN	        724.54	         1,449.07
	10/2021	PA04	1401130101	604981	SELLO LABIO RADIAL 116-8816003-02/50200M	2040	                8	UN	         25.79	           206.34
	10/2021	PA04	1401130101	604987	SELLO 60X75X10 132-029000 75285-7	2040	                1	UN	          5.40	             5.40
	10/2021	PA04	1401130101	604990	SELLO 180X210X15 C 232-02900077375-7	2040	                2	UN	         16.59	            33.18
	10/2021	PA04	1401130101	604991	SELLO REDONDO BOQUILLA ACEITE	2040	                2	UN	         80.00	           160.00
	10/2021	PA04	1401130101	605274	SELLO DE ACEITE 103-61-1-0315-16	2040	                7	UN	        115.42	           807.95
	10/2021	PA04	1401130101	605275	RETENEDORA DEL EJE 103-63-1-0241-06	2040	                9	UN	        287.48	         2,587.34
	10/2021	PA04	1401130101	605278	RETENEDORA 20 X47 X 7	2040	                3	UN	          1.40	             4.20
	10/2021	PA04	1401130101	605282	RETENEDORA 6010 001	2040	                1	UN	        318.44	           318.44
	10/2021	PA04	1401130101	605295	TS-48 SELLO 220 MM	2040	                2	UN	        335.00	           670.00
	10/2021	PA04	1401130101	605300	SELLO EJE WDR 40X52X7 BAUM W5710	2040	                1	UN	          1.50	             1.50
	10/2021	PA04	1401130101	605302	SELLO ROTARIO DEL EJE #103208	2040	                3	UN	         79.51	           238.52
	10/2021	PA04	1401130101	605303	SELLO ROTARIO DEL EJE #103207	2040	                3	UN	         37.39	           112.17
	10/2021	PA04	1401130101	605304	SELLO ROTARIO DEL EJE #103210	2040	                3	UN	         63.45	           190.34
	10/2021	PA04	1401130101	605305	SELLO ROTARIO DEL EJE #103388	2040	               10	UN	         20.05	           200.50
	10/2021	PA04	1401130101	605306	SELLO ROTARIO DEL EJE #103389	2040	               16	UN	         12.83	           205.27
	10/2021	PA04	1401130101	605309	SELLO BOMBA DE BUNKER 500 5/8	2040	               20	UN	        169.57	         3,391.34
	10/2021	PA04	1401130101	605310	SELLO BOMBA BUNKER ESTAC. OM 5/8	2040	                8	UN	        176.56	         1,412.48
	10/2021	PA04	1401130101	605311	SELLOS CSW7- MARTIN	2040	                1	UN	      1,050.00	         1,050.00
	10/2021	PA04	1401130101	605312	SELLOS MSP7- MARTIN	2040	                2	UN	        255.00	           510.00
	10/2021	PA04	1401130101	605314	SELLO MECANICO 891 2-3/8	2040	                1	UN	      1,320.00	         1,320.00
	10/2021	PA04	1401130101	605315	SELLOS-V QMC 40/20 P/N 30035134	2040	               10	UN	      1,169.04	        11,690.42
	10/2021	PA04	1401130101	605320	BUJE DEL SELLO 105122	2040	                1	UN	      1,268.25	         1,268.25
	10/2021	PA04	1401130101	605322	SELLO O 103373	2040	               13	UN	         19.81	           257.50
	10/2021	PA04	1401130101	605325	RETENEDORA 5/8" X 1" X 1/4" (METAL)	2040	                4	UN	          2.31	             9.24
	10/2021	PA04	1401130101	605329	JGO DE SELLOS D250MM 70015339	2040	                1	UN	      1,101.47	         1,101.47
	10/2021	PA04	1401130101	605330	RETENEDORA 50X70X10 MM FLS 650033Z	2040	                2	UN	          5.08	            10.16
	10/2021	PA04	1401130101	605335	SPEEDE SLEEVE RETENEDORA CRWA 54960 EJE	2040	                4	UN	         26.40	           105.61
	10/2021	PA04	1401130101	605336	SPEEDI SLEEVE RETENEDORA CRWH 85015-EJE	2040	                1	UN	      1,605.00	         1,605.00
	10/2021	PA04	1401130101	605337	RETENEDORA 108X170X15/12-NBR (00177946)	2040	                6	UN	        106.90	           641.37
	10/2021	PA04	1401130101	605338	RETENEDORA 108X163X12/19.5-FKM 00173940	2040	                6	UN	        148.68	           892.08
	10/2021	PA04	1401130101	605339	RETENEDOR NBR 55X90X8MM (12074X)	2040	                2	UN	        101.53	           203.05
	10/2021	PA04	1401130101	605342	RETENEDORA 12458 CR	2040	               12	UN	         15.62	           187.44
	10/2021	PA04	1401130101	605348	RETENEDORA DIN3760-A60X80X8-NBR CFW	2040	                3	UN	         86.35	           259.05
	10/2021	PA04	1401130101	605349	SALPICADOR DE ACEITE 60X80X4.5	2040	                2	UN	         27.53	            55.06
	10/2021	PA04	1401130101	605350	SELLO MEC. P/BOMBA TRF940 INC. POS. 130	2040	                1	UN	      2,660.00	         2,660.00
	10/2021	PA04	1401130101	605351	RETENEDORA 95 X 145 X 13 MM	2040	                2	UN	        165.39	           330.78
	10/2021	PA04	1401130101	605353	RETENEDORA 105 X 140 X 12 MM	2040	                4	UN	          5.75	            23.00
	10/2021	PA04	1401130101	605354	SELLO RETENEDOR 20X35X7 MM	2040	                1	UN	          1.40	             1.40
	10/2021	PA04	1401130101	605359	SELLO O'RING REDONDO 5/32	2040	               12	TF	          3.23	            38.80
	10/2021	PA04	1401130101	605360	RETENEDORA 50X65X10	2040	                2	UN	          2.50	             5.00
	10/2021	PA04	1401130101	605361	RETENEDORA 130X160X13	2040	                4	UN	         10.33	            41.30
	10/2021	PA04	1401130101	605362	RETENEDORA 45X60X7 MM	2040	                1	UN	          3.00	             3.00
	10/2021	PA04	1401130101	605364	SELLO ORING MECJOITOR_10853 ITECA	2040	                4	UN	         18.90	            75.60
	10/2021	PA04	1401130101	605367	RETENEDORA 70X110X13	2040	                6	UN	          3.60	            21.60
	10/2021	PA04	1401130101	605368	RETENEDORA 55X75X10 MM	2040	                3	UN	          2.80	             8.40
	10/2021	PA04	1401130101	605369	RETENEDORA AS80X125X12 MM NBR D37	2040	                4	UN	          6.93	            27.72
	10/2021	PA04	1401130101	605372	RETENEDORA 60X75X10-TC METRICA	2040	                1	UN	          5.00	             5.00
	10/2021	PA04	1401130101	605379	RETENEDORA 45 X 62 X 7	2040	                4	UN	          2.65	            10.60
	10/2021	PA04	1401130101	605380	RETENEDORA 240X270X15	2040	                2	UN	        176.05	           352.10
	10/2021	PA04	1401130101	605382	SELLO EJE BAJA VELOCIDAD WDR 105X130X13	2040	                1	UN	         10.86	            10.86
	10/2021	PA04	1401130101	605383	RETENEDOR 40X47X5 TIPO 22.0	2040	                6	UN	          3.50	            21.00
	10/2021	PA04	1401130101	605387	RETENEDOR SKF 25X40X7 CRW1 R	2040	                8	UN	         12.00	            96.00
	10/2021	PA04	1401130101	605388	SELLO MECANICO MG-1/SIL/SIL/EPDM DE 30MM	2040	                1	UN	        151.97	           151.97
	10/2021	PA04	1401130101	605389	RETENEDORA 80X100X12MM	2040	                4	UN	          3.90	            15.60
	10/2021	PA04	1401130101	605390	RETENEDORA CRW1 R 1.063"X1.624"X0.250"	2040	                1	UN	          9.98	             9.98
	10/2021	PA04	1401130101	605391	RED R133A SAW 2000KW	2040	                1	UN	      9,980.00	         9,980.00
	10/2021	PA04	1401130101	605398	GEAR SET R4 CHANGE XA-31541757(R4)	2040	                1	UN	      1,432.25	         1,432.25
	10/2021	PA04	1401130101	605402	REDUCT. WINSMITH 924MWTS068	2040	                1	UN	      1,220.00	         1,220.00
	10/2021	PA04	1401130101	605405	ENGRANAJE 60-B-11	2040	                1	UN	          5.32	             5.32
	10/2021	PA04	1401130101	605408	RUEDA HELIOCOIDAL PRIMER TREN MN1.75 Z72	2040	                1	UN	        315.83	           315.83
	10/2021	PA04	1401130101	605409	EJE PINON TREN FINAL FZ88 B I=2.7 Z23	2040	                1	UN	        548.25	           548.25
	10/2021	PA04	1401130101	605410	RUEDA HELICOIDAL TREN FINAL FZ88B Z64MN3	2040	                1	UN	        823.28	           823.28
	10/2021	PA04	1401130101	605411	MOTO-REDUCTOR KAD128-M100L2-4 FLENDER	2040	                1	UN	     10,760.96	        10,760.96
	10/2021	PA04	1401130101	605413	SOPORTE DE BRIDA FYTB 25 TF MM	2040	                4	UN	         19.12	            76.48
	10/2021	PA04	1401130101	605414	RODAMIENTO 1316	2040	                2	UN	        360.13	           720.26
	10/2021	PA04	1401130101	605415	RODAMIENTO 6201.2RS	2040	                2	UN	          3.04	             6.08
	10/2021	PA04	1401130101	605416	RODAMIENTO 22212E SFK	2040	                1	UN	         85.95	            85.95
	10/2021	PA04	1401130101	605417	RODAMIENTO 23228 CC/W33	2040	                2	UN	        769.18	         1,538.36
	10/2021	PA04	1401130101	605418	RODAMIENTO 62204 2RS1 SKF	2040	                2	UN	         17.10	            34.19
	10/2021	PA04	1401130101	605427	RODAMIENTO 6209ZZ	2040	                1	UN	         14.47	            14.47
	10/2021	PA04	1401130101	605428	RODAMIENTO 6311ZZ	2040	                1	UN	         36.22	            36.22
	10/2021	PA04	1401130101	605456	RODAMIENTO 6211	2040	                4	UN	         31.77	           127.08
	10/2021	PA04	1401130101	605457	RODAMIENTO 6302-2Z	2040	                2	UN	         86.95	           173.89
	10/2021	PA04	1401130101	605479	RODAMIENTO 3316/5316C3	2040	                2	UN	        379.00	           758.00
	10/2021	PA04	1401130101	605498	RODAMIENTO 2212	2040	                1	UN	        107.87	           107.87
	10/2021	PA04	1401130101	605519	RODAMIENTO RODILLO 22328 CC/W33	2040	                3	UN	      1,131.40	         3,394.20
	10/2021	PA04	1401130101	605520	RODAMIENTO RODILLO 22244 CC/W33	2040	                2	UN	      1,914.50	         3,829.00
	10/2021	PA04	1401130101	605530	RODAMIENTO PI—ON TK566-563	2040	                2	UN	        154.17	           308.34
	10/2021	PA04	1401130101	605563	RODAMIENTO 60092RS	2040	               10	UN	         14.15	           141.50
	10/2021	PA04	1401130101	605568	RODAMIENTO 63142RS1	2040	                2	UN	         92.71	           185.42
	10/2021	PA04	1401130101	605569	RODAMIENTO 22312E	2040	                2	UN	        404.04	           808.08
	10/2021	PA04	1401130101	605574	RODAMIENTO DOBLE FILA 43-200M/5322C3	2040	                3	UN	      2,013.89	         6,041.68
	10/2021	PA04	1401130101	605577	RODAMIENTO 1215K	2040	                1	UN	         97.43	            97.43
	10/2021	PA04	1401130101	605578	RODAMIENTO RODILLO 23152 CCK/W33	2040	                1	UN	      5,200.00	         5,200.00
	10/2021	PA04	1401130101	605579	RODAMIENTO 6036	2040	                1	UN	        625.00	           625.00
	10/2021	PA04	1401130101	605581	RODAMIENTO 6032	2040	                1	UN	        275.00	           275.00
	10/2021	PA04	1401130101	605582	RODAMIENTO 30214 DIN 720	2040	                3	UN	         40.73	           122.20
	10/2021	PA04	1401130101	605583	RODAMIENTO 30212 DIN 720	2040	                2	UN	         22.80	            45.60
	10/2021	PA04	1401130101	605584	RODAMIENTO 30306 ADIN 720	2040	                2	UN	          9.90	            19.80
	10/2021	PA04	1401130101	605586	RODAMIENTO 3310A	2040	                2	UN	         47.60	            95.20
	10/2021	PA04	1401130101	605728	RODAMIENTO 6205-2RS	2040	                2	UN	          5.53	            11.06
	10/2021	PA04	1401130101	605750	RODAMIENTO 6006 2RS	2040	                4	UN	          6.00	            24.00
	10/2021	PA04	1401130101	605751	RODAMIENTO 103-61-2-0184-53-2-0184-53	2040	                2	UN	      1,452.04	         2,904.08
	10/2021	PA04	1401130101	605752	RODAMIENTO 103-61-2-018454	2040	                2	UN	      1,123.81	         2,247.61
	10/2021	PA04	1401130101	605756	RODAMIENTO 804065	2040	                4	UN	        110.25	           441.00
	10/2021	PA04	1401130101	605761	RODAMIENTO 2244 NU ECMA/C3	2040	                1	UN	      6,250.00	         6,250.00
	10/2021	PA04	1401130101	605766	RODAMIENTO AGUJAS 6010 022	2040	                2	UN	         11.51	            23.02
	10/2021	PA04	1401130101	605771	RODAMIENTO 22213 EJW33/C3	2040	                2	UN	        209.02	           418.03
	10/2021	PA04	1401130101	605779	RODAMIENTO 22212 EK	2040	                2	UN	         86.39	           172.78
	10/2021	PA04	1401130101	605786	RODAMIENTO SKF 6301-2RS1	2040	               18	UN	         10.69	           192.45
	10/2021	PA04	1401130101	605788	RODAMIENTO SKF 6005-2RS	2040	                7	UN	          5.91	            41.37
	10/2021	PA04	1401130101	605790	RODAMIENTO SKF 608-2RS	2040	                2	UN	          3.59	             7.18
	10/2021	PA04	1401130101	605791	RODAMIENTO SKF 2205 E DE52 DI25 H18	2040	                6	UN	         24.28	           145.67
	10/2021	PA04	1401130101	605793	RODAMIENTO RODILLO 32307	2040	                1	UN	         50.40	            50.40
	10/2021	PA04	1401130101	605794	RODAMIENTO RODILLO 30220	2040	                2	UN	        308.00	           616.00
	10/2021	PA04	1401130101	605795	RODAMIENTO RODILLO 30218	2040	                2	UN	        232.40	           464.80
	10/2021	PA04	1401130101	605798	RODAMIENTO 32309 B D 720 ST-KAEF	2040	                7	UN	         35.95	           251.65
	10/2021	PA04	1401130101	605799	RODAMIENTO 6203-2RS-ALN-17 750014Z	2040	                3	UN	          4.71	            14.13
	10/2021	PA04	1401130101	605800	RODAMIENTO DE RODILLOS #102797	2040	                1	UN	        708.17	           708.17
	10/2021	PA04	1401130101	605801	RODAMIENTO DE BOLAS #102796	2040	                3	UN	        589.11	         1,767.32
	10/2021	PA04	1401130101	605802	COJINETE 63000-2RS 750041Z	2040	                2	UN	         24.09	            48.18
	10/2021	PA04	1401130101	605804	CONO, BALINERA 1.38B 0.71W 51339	2040	                4	UN	         47.54	           190.16
	10/2021	PA04	1401130101	605806	COJINETE 6301-2RS 751130Z	2040	                4	UN	         18.48	            73.90
	10/2021	PA04	1401130101	605807	CHUMACERA VENT 590-VE3, EJE 2-3/16	2040	                1	UN	        242.62	           242.62
	10/2021	PA04	1401130101	605808	CHUMACERA SY 506 M, EJE 30 MM	2040	                1	UN	         19.48	            19.48
	10/2021	PA04	1401130101	605809	RODAMIENTO P2B SCM 307-DODGE	2040	                2	UN	        540.00	         1,080.00
	10/2021	PA04	1401130101	605815	RODAMIENTO CF12-1BUU - IKO	2040	               15	UN	         78.29	         1,174.30
